Unnamed: 0,Customer_ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
16780,16780,50000,1,2,1,47,1,-1,2,2,-1,-1,-658,46342,25600,-400,40000,0,47000,0,0,20400,0,0,1
10644,10644,360000,2,3,1,38,1,2,2,0,0,0,29773,24395,22285,21359,21581,16065,2000,0,687,3864,1065,11500,0
19649,19649,210000,2,1,1,33,0,0,0,0,0,0,199851,190551,192717,195700,150525,137565,7000,7791,7000,5254,5400,5380,1
21418,21418,140000,2,2,1,26,0,0,0,0,0,0,128720,129996,132004,127275,48724,48875,6450,7000,5000,2000,2000,2000,0
18014,18014,80000,1,1,2,37,0,0,0,0,0,0,155342,159672,163959,168187,171869,175524,6000,6000,6000,5500,5500,5500,0
28191,28191,80000,2,3,3,43,0,0,-2,-2,-1,-1,3408,-11,-11,-11,2429,905,0,0,0,2440,905,9213,0
4226,4226,270000,2,2,1,35,-1,-1,-1,-1,-1,-1,165,165,165,165,0,601,165,165,165,0,601,928,0
20152,20152,20000,2,2,1,48,1,-2,-2,-2,-2,-1,0,0,0,0,0,1473,0,0,0,0,1473,930,1
13904,13904,290000,1,2,1,50,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
24140,24140,100000,1,1,2,29,-1,0,-1,-1,0,-1,711,1141,210,780,390,930,1000,780,1930,0,930,0,1
9419,9419,300000,1,1,2,32,1,2,2,-1,0,0,10566,11293,12000,3458,56338,56735,1200,1200,9427,55000,2000,2000,0
25415,25415,230000,2,2,2,31,-1,-1,0,0,0,0,10190,49777,49159,43668,42352,43099,49777,3002,1388,1511,5000,1600,0
24234,24234,360000,1,3,1,31,-2,-2,-1,-1,0,0,0,392,827,136198,138722,141629,392,827,137101,5000,5119,5376,0
19834,19834,210000,2,2,1,40,0,0,0,0,0,0,111508,113753,116845,113571,105052,104167,4100,5000,4009,3500,4000,5000,0
5149,5149,110000,1,3,2,33,1,2,0,0,0,-2,7128,1852,2625,2625,0,0,0,1000,0,0,0,0,1
18324,18324,150000,2,1,2,24,-2,-2,-2,-2,-2,-2,1495,2053,0,0,0,0,2060,0,0,0,0,0,0
3982,3982,20000,1,3,2,26,-1,-1,-1,-2,-2,-2,96,780,0,0,0,0,1560,0,0,0,0,0,0
22444,22444,90000,2,2,1,36,0,0,2,0,0,0,86155,92406,90049,86984,67076,66533,8600,0,4100,5000,5000,5000,0
6168,6168,500000,1,1,1,33,1,-2,-2,-2,-1,0,2907,-110,-110,-310,82690,84529,9,0,0,83000,3000,4561,0
16573,16573,100000,1,2,2,28,0,0,0,0,0,0,72610,72596,74331,75491,78244,77478,3500,3500,3000,4000,3000,3000,0
5221,5221,170000,1,1,2,35,0,0,0,0,0,-2,169282,173226,134832,70479,0,0,10126,5667,9223,0,0,0,0
4198,4198,160000,2,2,2,25,-1,-1,-1,-1,-1,-1,21570,7501,10703,12448,2129,24461,7545,10841,12448,2141,24603,16897,0
13173,13173,60000,1,3,1,38,2,2,2,0,0,0,32232,25086,24404,25212,28147,30152,4000,0,1500,3500,2600,0,1
19581,19581,200000,2,2,1,39,-1,-1,-1,-1,-1,-1,13145,15549,21375,9312,23958,10825,15571,21488,9312,23958,10825,10773,0
10145,10145,160000,2,3,2,54,1,-2,-2,-1,-1,-2,0,0,0,1690,0,0,0,0,1690,0,0,0,0
11415,11415,100000,2,1,2,24,-1,-1,2,-1,-1,2,7576,15532,7626,11896,15520,7156,15532,0,11896,11008,0,23164,0
17776,17776,100000,2,2,1,58,2,2,2,0,0,0,86654,87851,85594,87095,88357,77155,3500,0,3300,2839,3000,4000,1
28927,28927,360000,2,2,2,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
26490,26490,170000,2,2,2,51,0,0,0,0,0,0,154278,161679,165068,166227,109682,112906,10000,7500,6778,4000,5000,5000,0
15280,15280,20000,2,2,1,46,1,2,2,2,0,0,10935,11456,13169,13656,14430,14200,1000,1900,1000,1000,0,8119,1
8991,8991,140000,2,2,1,37,-1,0,0,0,0,0,65863,63803,61998,63517,62463,62168,3000,10000,6500,3900,6700,2000,0
11648,11648,100000,1,2,2,26,0,0,0,0,0,0,73070,74847,97369,98232,97752,0,10000,43000,5000,3000,0,0,0
4924,4924,50000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
27704,27704,110000,2,1,2,25,2,2,2,-1,-1,0,2729,4382,1972,1426,5660,5660,4340,5,1426,5660,0,0,1
28960,28960,220000,2,2,1,34,0,0,0,0,0,0,36242,38320,39700,40737,42743,44052,3000,2000,2000,3000,2000,3000,0
8594,8594,180000,2,2,2,30,0,0,0,-1,-1,-1,101281,102650,0,975,4645,1000,4650,0,975,4645,1000,0,0
19031,19031,50000,2,3,3,49,0,0,0,0,0,2,49402,50361,48762,49671,22895,19501,1800,2110,2010,1600,0,750,0
1320,1320,250000,2,1,1,43,-1,-1,-1,0,0,-1,17454,-50,45297,17371,11481,5922,24890,48394,0,5461,15000,6000,0
6088,6088,200000,1,2,2,36,0,0,0,0,0,0,99483,97546,98897,94943,96967,99016,4841,4300,3300,3361,3500,3206,1
7396,7396,430000,1,1,2,28,0,0,0,0,0,0,406995,438832,312608,341552,345532,339050,40000,30000,35000,30000,20019,40000,0
23635,23635,500000,2,1,1,49,-2,-2,-2,-2,-2,-2,27936,2305,9073,5714,31868,3663,2305,9083,6105,31868,3663,8110,0
4646,4646,360000,1,1,2,29,-1,0,0,0,-1,-1,64606,44466,40165,20733,12525,7482,5135,20856,103,12587,7518,6412,0
9991,9991,330000,2,2,1,45,0,0,0,0,0,0,47644,48906,50531,50595,40491,31020,2000,2500,1309,1243,2027,1056,0
5051,5051,20000,2,2,1,39,0,0,0,0,0,0,45629,46661,47594,49281,18714,19162,2500,2400,2000,900,800,600,0
6419,6419,30000,1,1,1,38,0,0,2,0,0,0,27429,29085,29282,29270,29078,28652,2403,1200,588,588,574,0,0
307,307,500000,2,2,1,36,-1,-1,-1,-1,-1,-1,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,0
2108,2108,120000,2,1,1,38,1,-2,-1,0,0,-2,0,0,4050,4050,0,0,0,4051,0,0,7,7,0
29834,29834,20000,1,2,2,31,-1,-1,-1,2,-1,-1,390,390,780,390,806,19103,390,780,0,806,19103,1000,1
3795,3795,120000,2,1,2,24,0,0,0,0,0,0,75796,76004,67187,49924,33188,19826,3700,2023,2016,2000,1200,1000,0
10447,10447,10000,2,2,2,24,-1,-1,-1,-1,-1,2,5666,576,1709,1470,2010,780,576,1709,1470,2010,0,1080,1
17587,17587,160000,2,1,2,31,-1,2,-1,-1,-1,-1,1494,696,1395,898,894,2198,2,1399,903,896,2204,786,1
12142,12142,240000,1,2,1,50,-1,-1,-1,-1,-1,-1,419,419,419,419,419,419,419,419,419,419,419,419,0
7270,7270,260000,2,1,1,42,0,-1,-1,0,-1,-1,8606,3856,12996,8788,15104,16764,3856,13000,0,15104,16764,9118,0
21667,21667,50000,2,2,1,24,0,0,0,0,0,0,34983,34922,37248,30640,16158,0,1700,3000,1200,2000,0,0,0
13373,13373,360000,2,2,2,28,0,0,0,0,0,-1,63352,58601,19567,16658,17249,247,6010,4000,0,2000,247,12000,0
13551,13551,20000,2,1,2,22,-2,-2,-2,-2,-2,-2,483,480,390,390,390,390,487,390,390,390,390,390,0
23854,23854,350000,2,1,1,57,-2,-2,-2,-2,-2,-2,7617,2554,44293,66525,7502,15268,2558,44538,67211,7502,15268,228300,0
12963,12963,20000,2,2,1,28,2,-1,-1,-1,-1,-1,390,390,390,390,390,0,390,390,390,390,0,780,1
7450,7450,60000,2,3,2,26,0,0,0,0,0,0,38726,39764,41084,41741,42461,43457,1663,1983,1640,1542,1703,1758,0
24718,24718,30000,1,3,2,29,0,0,0,0,2,2,10305,11327,12354,13840,13320,14501,1500,1514,2000,0,1400,0,0
17220,17220,80000,2,2,2,25,0,0,2,2,0,0,47369,49524,48461,45943,46660,46118,4400,1500,1500,1742,1800,2100,1
886,886,70000,2,2,2,23,0,0,0,0,0,0,49605,51804,53041,55150,57098,59141,3000,2700,3000,3000,3000,4700,0
16324,16324,420000,2,1,1,47,1,-1,-1,0,0,0,0,14165,53697,50081,44875,42691,14165,55732,1563,1594,1454,1535,0
8437,8437,240000,1,1,2,48,0,0,0,0,0,0,116058,117196,121245,122736,125599,128506,4500,6000,5000,5000,5000,5000,0
3287,3287,180000,2,1,2,47,1,-2,-1,-1,-2,-1,-6,-6,1251,0,0,679,0,1257,0,0,679,421,0
27755,27755,50000,2,1,2,23,1,2,0,0,0,0,50638,49484,45095,9299,3054,0,0,2155,1000,1500,0,3294,1
2964,2964,140000,2,3,1,42,2,2,2,2,2,0,47556,48802,47722,50411,49473,50649,2300,0,3800,0,2000,2000,0
5580,5580,30000,2,3,1,58,1,2,2,2,3,2,24921,26225,25502,28588,27616,27903,2000,0,3509,0,1128,0,1
2082,2082,160000,2,1,1,33,-1,-1,-1,-1,0,0,7429,7165,1849,4715,799,0,8000,2000,4755,0,0,0,0
25149,25149,150000,2,3,2,28,0,0,0,0,0,0,100623,101593,101886,101441,100829,101913,4700,4000,4032,3410,4000,3665,0
2560,2560,80000,2,1,2,28,0,0,0,0,2,2,9782,11620,14415,16177,16582,16178,2001,3000,2000,800,0,600,0
27174,27174,160000,1,3,1,33,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0
9387,9387,200000,2,3,2,70,-1,-1,-1,0,0,-2,7109,9999,5300,5300,0,0,10025,5300,0,0,0,0,0
314,314,200000,2,3,1,49,-1,2,2,2,0,0,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,1
1613,1613,190000,2,3,1,38,0,0,0,0,0,0,89619,103095,110000,115674,121313,15538,15000,10000,5674,11313,5538,18272,0
3819,3819,200000,1,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,28027,0
23547,23547,260000,2,1,1,38,0,0,-1,0,-1,-1,16995,12947,31394,26254,6522,0,3087,33000,2000,6522,0,5320,0
27022,27022,100000,1,1,2,32,0,0,0,0,2,0,99573,159480,56267,11788,11400,11419,2787,1353,1739,0,1000,1147,0
27986,27986,120000,2,2,2,29,0,0,0,0,0,0,96342,97724,99131,100464,100380,101445,4500,4500,4500,3700,3679,4100,0
11486,11486,150000,2,2,1,34,2,0,0,0,0,0,30821,33009,34867,24438,18883,14737,3000,3000,1000,2000,4500,0,0
592,592,160000,1,1,2,34,0,0,0,0,0,0,83255,83912,85161,85715,86773,87526,4000,3924,3200,3300,3425,3013,0
27843,27843,30000,2,1,2,26,-1,2,2,2,0,0,9600,8805,10534,8240,7027,7034,0,2399,0,388,260,478,0
5322,5322,60000,2,1,2,26,-1,-1,2,-1,0,-1,3437,16932,2301,6220,2227,10416,16960,0,6227,0,10416,0,0
16609,16609,90000,1,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20775,20775,150000,1,1,2,34,2,3,2,0,0,0,32355,31549,30759,32764,36229,79827,0,0,2535,5000,5000,3000,1
20610,20610,130000,1,2,2,29,2,2,2,0,0,0,47272,47984,47113,48218,49408,50648,1600,0,1700,1800,2000,1800,0
14646,14646,20000,2,2,1,32,0,0,0,-2,-2,-2,16434,17191,0,0,0,0,1500,0,0,0,0,8000,0
1037,1037,150000,1,1,2,23,0,0,0,0,0,0,11109,83376,79726,76986,78038,78321,78016,3048,4000,3500,3000,3000,0
2593,2593,480000,1,1,1,49,1,-1,-1,-1,-1,0,-220,38929,339176,33146,37337,33777,39149,344261,33312,37511,31383,10633,0
18333,18333,310000,2,1,1,36,0,0,0,0,0,0,157173,160555,170288,175252,177855,181846,6000,12398,7814,7000,7000,6597,0
8218,8218,500000,2,1,2,33,1,-1,-1,-1,-1,-1,0,212,298,306,150,316,212,298,306,150,316,0,0
25335,25335,120000,2,3,1,28,0,0,0,0,0,0,57863,59456,57868,60790,50091,51113,5000,3588,10000,5000,5000,3000,0
3843,3843,50000,1,2,2,24,0,0,0,0,0,0,5219,6475,7483,7709,7934,8242,1500,1274,500,500,440,450,0
4071,4071,200000,2,2,1,37,-2,-2,-2,-2,-2,-2,4157,601,432,1602,3017,937,606,432,1602,3017,937,1275,0
12608,12608,50000,2,2,2,29,0,0,0,0,0,0,9730,9067,9816,9889,8765,9136,1500,1091,1000,1000,1000,2000,0
13301,13301,100000,2,2,1,41,1,3,2,2,2,2,51345,50249,51421,52684,51400,0,0,2300,2400,0,0,0,1
7471,7471,170000,2,2,2,28,0,0,0,0,0,0,169531,174799,179868,177952,176160,175304,8000,8000,7000,7000,8000,9000,0
22971,22971,80000,2,1,2,23,0,0,0,0,0,0,25084,20685,30688,23674,23636,22426,1500,12000,2000,1000,1000,1100,0
16706,16706,230000,1,2,1,45,0,0,0,0,-1,-1,42770,22080,16740,14029,1439,2269,2000,1347,3078,1509,9000,8000,0
25113,25113,130000,1,3,1,51,0,0,0,0,0,0,124626,121645,125789,128159,123121,123323,4500,6100,6000,5000,4600,5000,0
2828,2828,150000,2,3,1,57,-1,-1,-1,-1,-1,-1,5483,9136,17348,6456,12256,8156,9136,17348,6456,12256,8156,5256,0
8020,8020,300000,1,3,1,61,-1,-1,-2,-1,2,2,274750,0,0,411,261,8561,0,0,411,0,8300,0,1
2195,2195,130000,1,2,1,47,-1,-1,-1,-1,-1,-2,5837,21038,722,4399,0,0,21038,729,4399,0,0,5239,0
1313,1313,320000,1,2,2,32,0,0,0,0,0,0,21460,23412,25331,25741,26800,28817,3000,3000,1500,2000,3000,2000,0
21337,21337,200000,1,4,1,66,0,0,0,0,0,0,143994,102211,54762,55858,56338,57360,4767,2573,2604,1997,2228,2094,0
16137,16137,220000,2,2,1,37,1,2,2,2,2,-2,194640,189976,189665,171669,167294,172042,0,15510,0,5500,7250,6500,0
11135,11135,200000,2,1,2,28,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0
10381,10381,310000,2,1,1,38,1,-2,-2,-2,-2,-1,0,0,0,0,0,69,0,0,0,0,69,500,1
6404,6404,100000,2,3,2,27,0,0,0,0,0,2,53423,39096,40037,40584,43629,41432,1958,1953,1500,3700,0,1700,1
559,559,20000,1,2,2,29,0,0,0,-2,-2,-2,17208,18419,0,0,0,0,2055,0,0,0,0,0,0
13856,13856,120000,2,2,1,37,0,0,0,0,0,0,78233,53236,35222,72861,74429,60783,2015,2200,39000,2500,2400,2250,0
24303,24303,100000,1,1,2,31,2,2,2,2,2,2,93975,95030,96611,97947,95602,77323,3500,4000,4005,600,2400,2900,1
28427,28427,50000,2,1,2,30,1,2,2,2,2,2,41934,43041,44048,44824,46469,47579,2100,2000,1800,2700,2000,1700,0
6797,6797,30000,1,3,1,47,0,0,2,0,0,-2,27609,30791,29913,30461,0,0,3630,0,1300,0,0,0,0
8721,8721,30000,1,1,2,25,1,-1,-1,-1,-1,2,0,327,1871,337,1846,333,327,1871,337,1996,0,3135,0
18454,18454,130000,2,1,2,26,-2,-2,-2,-2,-2,-2,1815,3520,727,-173,-173,-173,3532,857,1000,0,0,0,1
11678,11678,50000,1,2,1,46,0,0,0,-1,-1,-1,49046,49221,46505,6991,4809,1890,2185,2938,6996,4809,1890,6890,0
13250,13250,380000,2,2,1,33,1,-1,-1,-1,-1,0,0,73,32510,474,25877,45038,73,32789,474,25877,20000,10000,0
4943,4943,270000,2,1,2,31,-2,-2,-2,-2,-2,-2,973,417,1593,913,1471,1302,592,1593,913,1471,1302,7107,0
16542,16542,50000,1,2,2,27,2,2,0,0,0,0,49079,47992,48502,49170,49891,50570,0,1842,1770,1751,3894,0,1
4621,4621,230000,2,1,2,30,-1,-1,-1,-1,-1,-1,754,-441,4410,0,711,5650,0,4851,0,711,5650,0,0
21532,21532,50000,2,2,2,23,0,0,0,0,0,0,50614,48702,47770,37239,20526,19771,2500,1700,2151,687,2000,669,0
18234,18234,400000,1,3,1,57,-1,0,0,-1,0,0,17253,161057,192054,20660,18242,15609,160002,42263,20663,6020,3500,1003,0
16038,16038,110000,2,2,2,26,0,0,0,0,0,0,45028,46276,47527,48735,49925,50967,2000,2000,2000,2000,2000,2500,0
26682,26682,70000,1,1,2,27,0,0,0,0,-2,-1,64317,59944,30206,0,0,5000,2500,1000,0,0,5000,5862,0
20560,20560,20000,1,3,1,26,2,3,2,3,2,0,10449,10135,11926,11448,10970,11636,0,2100,0,0,1000,1000,1
5727,5727,120000,2,2,3,37,2,2,2,2,2,2,26446,27719,27570,28318,29217,28598,2000,600,1500,1500,0,1056,1
12682,12682,80000,1,2,1,29,0,0,0,0,0,0,78265,79364,73622,75092,75976,77511,3070,2623,2644,2743,2783,2909,1
16019,16019,500000,2,1,2,28,0,0,0,0,0,0,229258,134264,134908,141358,121262,131147,10042,8048,20141,10000,12000,15000,0
18732,18732,80000,2,1,2,23,1,2,2,0,0,0,80457,82885,80495,78027,30052,30373,4350,0,2350,1048,1077,1154,1
14298,14298,20000,1,3,1,25,0,0,0,0,0,0,15706,16849,17285,18683,9121,14374,1700,1110,1500,500,300,150,0
14185,14185,130000,1,1,2,28,-1,-1,-1,-1,-2,-2,500,0,35660,-20,-20,-20,0,35660,0,0,0,5350,0
25989,25989,210000,2,2,1,36,0,0,0,0,-1,0,4879,5373,6811,10161,2922,1461,3000,3000,5000,2922,0,1461,0
27437,27437,50000,1,2,2,44,0,0,0,0,0,0,10101,6295,7333,8349,8362,8727,1300,1300,1300,300,500,500,0
18741,18741,240000,2,2,2,26,-1,-1,-1,-1,-1,-2,2335,2335,0,4670,0,0,2335,0,4670,0,0,0,0
14641,14641,230000,2,1,1,32,-2,-2,-2,-2,-2,-2,700,1428,600,0,0,0,1428,600,0,0,0,0,0
19202,19202,20000,2,2,1,43,-1,-1,-1,-1,-1,-1,1475,1291,3898,1681,901,0,1291,3898,1681,901,0,0,0
277,277,460000,1,1,1,40,2,-1,-1,-1,-1,-1,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,1
19638,19638,50000,2,3,1,49,2,0,0,0,-2,-2,48297,50487,51400,0,0,0,3000,2400,0,0,0,0,1
3661,3661,500000,2,1,2,27,0,0,0,0,0,0,73798,74781,75559,76426,56197,42998,4794,5560,2426,3521,1641,913,0
21477,21477,150000,2,3,1,28,0,0,0,0,0,-2,3558,4725,2980,3234,0,0,2000,1000,2234,0,0,0,0
19203,19203,280000,2,2,2,36,0,0,0,0,0,0,183797,168402,161474,152092,145229,148602,6083,5913,5293,5126,5640,5119,0
10637,10637,80000,2,1,2,23,1,2,0,0,2,0,32337,31543,32141,28622,24619,23211,0,1659,4000,0,1000,25000,0
2977,2977,110000,1,3,2,32,0,-1,-1,-2,-2,-2,34000,223,0,0,0,0,223,0,0,0,0,0,1
9119,9119,160000,1,1,1,49,-1,-1,2,-1,-1,-1,316,632,316,316,316,316,632,0,316,316,316,316,1
3630,3630,120000,1,3,1,38,0,0,0,0,0,0,40538,41870,58882,59862,51172,52533,1988,18000,1857,1723,2075,1500,0
21545,21545,10000,2,2,2,23,-1,-1,-1,0,0,0,9438,1985,9436,8057,8891,-873,1985,9436,1000,1500,0,11571,0
18933,18933,200000,2,1,2,31,1,-2,-2,-1,-1,-1,4035,4195,0,2907,2400,945,4210,0,2907,2400,945,0,0
5241,5241,50000,2,2,2,31,0,0,0,0,0,0,45861,47667,48119,8257,8037,9470,3687,5000,1000,309,2000,1000,0
10383,10383,220000,2,1,2,30,-1,-1,-1,0,0,-1,15069,0,14129,28246,9995,198,680,14129,16000,5000,198,14952,0
11768,11768,280000,2,2,2,33,-2,-2,-1,0,0,-1,167,3690,1735,1735,1714,843,3700,1735,0,1700,1000,22000,1
25737,25737,30000,2,2,2,35,2,2,0,0,0,0,25368,24662,26001,27012,27241,27812,0,1739,1750,975,1010,3226,1
4327,4327,150000,1,1,1,41,-1,-1,-1,-1,0,0,390,390,390,15080,780,0,390,390,15080,0,0,0,0
29726,29726,310000,1,2,1,37,-2,-2,-2,-2,-2,-2,1619,1443,1443,1443,1443,2886,1443,1443,1443,1443,2886,0,0
2532,2532,240000,1,3,1,35,1,-2,-2,-1,-1,-2,-2,-2,-2,968,-2,-2,0,0,970,0,0,0,1
9792,9792,200000,2,2,1,60,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
11707,11707,170000,1,1,1,41,-1,-1,-1,0,0,-1,10540,0,9871,9739,66,230,0,9871,0,0,230,23709,1
24255,24255,240000,1,2,2,31,0,0,0,0,0,0,231467,231619,234261,231597,42209,26348,8500,9358,5104,864,527,0,1
27667,27667,120000,2,2,2,24,0,0,0,-2,-2,-2,27491,20707,-1843,45041,45453,42065,3000,1843,46884,1296,7000,0,0
8573,8573,70000,2,2,2,27,0,0,0,0,0,0,67661,68482,69309,36808,37734,38353,3409,2908,1318,1520,1400,1524,0
22402,22402,150000,2,2,2,28,2,2,2,2,2,2,137564,137327,146648,147865,149356,145262,3500,13000,5200,5300,400,5000,1
12084,12084,30000,2,2,2,42,3,2,2,0,-1,-1,2231,3048,2845,1630,12037,12933,1000,12,0,12037,1100,0,1
16457,16457,30000,2,3,1,62,0,0,0,0,0,0,18563,19647,20725,21774,22114,22607,1700,1700,1700,1000,1000,2000,1
16949,16949,80000,1,1,1,53,0,0,0,0,0,-1,39298,40061,40502,15948,15915,390,1809,2030,1476,833,390,390,0
3803,3803,60000,1,1,1,48,-1,-1,2,0,0,-1,282,61573,32122,31423,2914,1470,62773,0,0,0,1470,58587,0
3296,3296,80000,2,2,1,37,2,2,2,0,0,0,80508,81731,78772,76818,70319,-1560,3100,0,2000,3000,0,75003,1
6463,6463,280000,2,1,2,52,-1,-1,-1,-1,-2,-2,886,0,930,0,0,0,0,930,0,0,0,0,0
13174,13174,100000,2,2,1,33,2,0,0,0,0,0,96547,97120,95375,54612,30306,60897,5305,3590,1118,720,50000,4200,0
11057,11057,220000,2,1,2,27,-1,-1,-1,-1,-1,-1,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,1
21056,21056,50000,1,3,2,34,0,0,0,0,0,0,49454,49157,49773,48398,32584,33322,1792,2208,1513,1149,1245,1271,0
15828,15828,80000,2,2,2,26,0,0,0,0,0,0,80919,77264,79332,80969,79144,79023,3000,3700,4000,3000,3300,3050,0
29666,29666,20000,1,2,1,36,2,2,2,2,2,2,25238,25274,25026,23073,22857,21143,2000,1700,0,1653,0,1940,0
13591,13591,200000,1,1,1,53,-2,-1,-1,-1,-1,-1,513,974,4271,3696,0,2099,974,4271,3696,0,2099,7784,0
15347,15347,80000,2,3,1,40,0,0,0,0,0,0,34965,35660,37082,38464,38922,40791,1578,2000,2000,1397,2500,3000,0
18398,18398,50000,2,2,1,23,0,0,0,0,0,0,25526,26527,27577,28528,28689,29289,1431,1481,1432,992,1027,1038,0
5702,5702,300000,2,1,1,40,-1,-1,-1,-1,0,0,10920,3939,10184,115184,63758,19813,3939,11082,115184,19800,0,2356,0
8919,8919,200000,1,3,2,30,0,0,0,0,0,0,111053,112269,76726,72487,74108,67036,5020,4005,2800,3300,3000,2700,0
10057,10057,40000,2,2,1,43,0,0,0,0,0,0,36415,37409,30019,30426,22867,12900,1939,1399,806,862,258,0,0
6028,6028,110000,1,1,1,36,0,0,0,0,0,0,104498,107819,109836,44356,45932,47473,5000,4823,2000,2000,2000,2000,0
2831,2831,220000,1,2,1,32,0,0,0,0,0,0,202010,103124,105226,107476,109746,111920,3746,3820,4000,4000,4000,4500,0
24970,24970,80000,1,2,2,36,2,2,2,0,0,0,48751,49853,48781,50170,51237,52360,2200,0,2500,2500,2100,2000,1
27135,27135,210000,1,2,1,43,0,0,0,0,0,0,48540,38410,40291,31869,32186,25554,4000,5013,4000,5000,5000,5000,0
15761,15761,20000,2,2,2,22,2,0,0,2,3,2,6655,9711,12450,13949,13437,13082,3200,2900,2000,0,0,4600,1
12393,12393,30000,2,3,1,47,2,2,2,2,2,2,28073,28515,27150,28100,28104,28181,1800,0,2300,1200,1300,0,1
13374,13374,50000,2,1,2,28,0,0,0,0,0,2,48726,48261,39336,10142,10174,9904,2406,2000,462,736,0,147,0
8557,8557,250000,2,2,2,32,0,0,0,0,0,0,72618,72972,43497,13877,14395,14063,3800,3000,4500,3000,5000,6000,0
5448,5448,240000,2,1,1,29,0,0,-1,0,0,0,21409,17833,194043,194991,192800,178318,1000,194043,6530,7000,7000,10000,0
27068,27068,230000,1,1,2,39,-1,-1,-1,-1,2,-1,260,834,-150,517,53,603,1000,0,667,0,700,10200,0
7813,7813,70000,2,2,1,43,0,0,0,0,0,-1,66083,67681,40849,2917,1473,917,3017,2025,58,29,917,40442,0
17875,17875,30000,1,3,1,30,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
19943,19943,360000,2,2,1,45,0,0,-2,-2,-1,-1,12040,0,0,0,150,1728,0,0,0,150,1728,0,0
4807,4807,60000,1,2,1,33,0,0,0,0,0,0,42246,38923,32532,27780,29280,39976,2008,3004,3003,2000,1064,2000,0
24488,24488,20000,1,2,1,34,0,0,0,0,0,2,9662,10673,11998,13010,13750,13389,1180,1505,1517,1257,0,900,1
4480,4480,50000,1,2,1,39,0,0,0,0,0,0,39323,45625,38157,15966,15733,17703,7031,2013,3005,2007,5007,1003,0
25715,25715,290000,2,2,2,34,0,0,0,0,0,0,284150,288493,295333,285867,240773,242655,12000,12500,11000,8000,9300,9000,0
23913,23913,50000,1,2,2,22,0,0,0,0,0,2,49718,50362,49904,50405,29795,28383,1786,2000,1500,2200,0,1100,0
4824,4824,270000,2,1,1,57,-2,-2,-2,-2,-2,-2,13559,736,316,5116,15884,10606,736,316,5116,15884,10606,1420,0
19472,19472,180000,2,2,1,32,2,2,2,2,2,0,13286,15548,15009,17752,17172,18732,2800,0,3000,0,2000,5000,1
13462,13462,50000,2,3,1,46,0,0,0,0,0,0,21453,22365,12874,13341,10556,9396,1634,1143,610,509,500,1000,0
17753,17753,150000,2,2,3,54,0,0,0,0,0,0,138765,135287,140600,142836,145714,148731,4772,6427,4951,4062,4188,4824,0
9802,9802,190000,2,1,2,27,0,0,0,0,0,0,72656,38054,39410,38288,39276,36885,2000,2000,1500,1500,1300,1302,1
26951,26951,150000,1,1,2,31,-2,-2,-2,-2,-2,-2,13877,8190,6203,9808,3267,6662,8422,6234,9904,4016,6695,6433,0
181,181,240000,1,1,2,37,-1,-1,2,0,0,-1,12212,26578,25331,26605,26279,1256,15000,0,2000,0,1256,65935,0
8980,8980,190000,2,2,1,34,0,0,0,0,0,0,139569,101823,100209,85218,112672,76224,4500,40000,25000,35000,2897,20000,0
17915,17915,250000,1,1,1,40,0,0,0,0,0,0,7351,6225,3645,3090,3700,1190,3039,2000,1000,1000,0,90403,0
27997,27997,180000,2,1,2,31,-2,-2,-2,-2,-2,-2,4522,1763,1571,0,4775,0,1771,1571,0,4775,0,0,0
20511,20511,30000,1,2,2,27,0,0,0,2,0,0,25081,26358,29319,28510,29813,30179,2000,3700,0,2000,910,917,0
29622,29622,20000,1,3,1,43,0,0,0,2,0,-1,18100,17926,19485,19503,19566,1320,2000,3000,1200,1000,1400,0,0
1855,1855,150000,1,3,2,45,0,0,0,0,0,0,99247,101194,81194,70590,72040,73423,4268,2725,2505,3000,3000,3000,0
20041,20041,30000,2,2,2,36,0,-1,-1,0,0,0,2114,490,30452,29667,28596,29180,490,33299,1400,572,584,400,0
23238,23238,210000,2,1,2,42,-1,-1,-1,-1,-1,-2,4131,24255,7838,7139,-320,-320,24255,7862,7146,0,0,32000,0
